Unnamed: 0,views,likes,dislikes,comment,duration,category_A,category_B,category_C,category_D,category_E,category_F,category_G,adview
98,10229638,58555.0,1935.0,2213.0,205.0,0,0,0,0,0,0,1,7
99,10053673,2247.0,1383.0,122.0,98.0,0,0,0,1,0,0,0,4
100,9871909,3288.0,2253.0,204.0,146.0,0,0,0,1,0,0,0,7
101,9863333,10491.0,1078.0,995.0,357.0,0,0,0,0,0,0,1,17
102,9776130,6705.0,2281.0,983.0,5863.0,0,0,0,0,0,0,1,45
103,9734605,67537.0,3851.0,4751.0,339.0,0,0,0,1,0,0,0,5
104,9638583,47335.0,2683.0,2600.0,386.0,0,0,0,0,0,0,1,16
105,9599259,34444.0,4973.0,4565.0,218.0,0,0,1,0,0,0,0,14
106,9591347,38576.0,3407.0,2113.0,229.0,0,0,0,1,0,0,0,36
107,9541927,18543.0,8715.0,7483.0,64.0,0,0,0,1,0,0,0,1
108,9476978,32380.0,4969.0,7949.0,91.0,0,0,0,1,0,0,0,37
109,9462542,59879.0,4587.0,1968.0,176.0,0,0,0,1,0,0,0,14
110,9453226,63644.0,6110.0,4647.0,135.0,0,0,0,1,0,0,0,38
111,9329616,9656.0,5836.0,370.0,668.0,0,0,0,0,1,0,0,1
112,9316756,35289.0,1374.0,2397.0,198.0,0,0,0,0,0,0,1,172
113,9300747,5022.0,2968.0,351.0,3675.0,0,0,0,0,1,0,0,1
114,9231136,24118.0,2636.0,3621.0,551.0,0,1,0,0,0,0,0,10
115,9216558,37288.0,4312.0,8536.0,153.0,0,0,0,1,0,0,0,4
116,9162448,35156.0,2315.0,1641.0,250.0,0,0,0,0,0,0,1,10
117,9122666,39396.0,1154.0,1107.0,164.0,0,0,0,0,0,0,1,9
118,9086392,5303.0,3164.0,471.0,113.0,0,0,0,1,0,0,0,1
119,8994760,1550.0,1012.0,68.0,175.0,0,0,0,0,1,0,0,30
120,8988471,55055.0,1565.0,1311.0,80.0,0,0,0,1,0,0,0,1707
121,8968225,7502.0,406.0,1341.0,323.0,0,0,0,0,0,0,1,7
122,8919421,57579.0,2915.0,4647.0,325.0,0,0,0,0,0,0,1,5
123,8820361,3284.0,1944.0,367.0,175.0,0,0,0,1,0,0,0,146
124,8769190,31744.0,1593.0,1236.0,129.0,0,0,0,1,0,0,0,1
125,8711987,23625.0,2158.0,917.0,308.0,0,0,0,0,0,0,1,3
126,8678446,35691.0,1408.0,2468.0,302.0,0,0,0,0,0,0,1,20
127,8614981,12222.0,4593.0,1815.0,227.0,0,0,0,0,1,0,0,4
128,8592516,40442.0,1894.0,593.0,128.0,0,0,0,1,0,0,0,8
129,8577661,25971.0,1451.0,1205.0,293.0,0,0,0,0,0,0,1,4
130,8574321,52865.0,4262.0,4209.0,187.0,0,0,0,1,0,0,0,36
131,8533156,14795.0,4714.0,885.0,636.0,0,0,0,1,0,0,0,2
133,8439311,26290.0,1740.0,866.0,238.0,0,0,0,0,0,0,1,9
134,8413074,8676.0,2295.0,434.0,400.0,0,0,0,1,0,0,0,259
135,8370908,6482.0,2516.0,317.0,5335.0,0,0,0,0,1,0,0,28
136,8361768,13346.0,2804.0,681.0,618.0,0,0,0,1,0,0,0,26
137,8329032,7808.0,1813.0,329.0,213.0,0,0,0,1,0,0,0,21
138,8314912,10690.0,1463.0,540.0,260.0,0,0,0,1,0,0,0,18
139,8208709,12988.0,610.0,1298.0,211.0,0,0,0,0,0,0,1,10
140,8184705,10015.0,2707.0,979.0,257.0,0,0,0,0,1,0,0,3
141,8178862,16406.0,1743.0,487.0,324.0,0,0,0,1,0,0,0,540
142,8174780,11377.0,3222.0,582.0,212.0,0,0,1,0,0,0,0,9
143,8126560,15128.0,1233.0,383.0,64.0,0,0,0,0,0,0,1,3
144,8110125,6794.0,2084.0,382.0,4063.0,0,0,0,0,1,0,0,33
145,8076377,23526.0,2472.0,1598.0,182.0,0,0,0,1,0,0,0,10
146,8072739,36953.0,2033.0,7465.0,445.0,0,0,0,1,0,0,0,8
147,8060603,24124.0,2897.0,2733.0,183.0,0,0,0,0,0,0,1,37
148,8056014,16871.0,4250.0,765.0,342.0,0,0,0,1,0,0,0,1
149,8038708,6233.0,2485.0,548.0,740.0,0,0,0,1,0,0,0,2
150,7923368,67401.0,4031.0,2314.0,708.0,0,1,0,0,0,0,0,3
151,7879234,13444.0,2903.0,1297.0,291.0,0,0,0,1,0,0,0,6
152,7860552,33487.0,2010.0,1077.0,457.0,0,0,0,0,0,0,1,2
153,7850839,9035.0,2327.0,553.0,191.0,0,0,0,1,0,0,0,10
154,7850254,9035.0,2327.0,553.0,191.0,0,0,1,0,0,0,0,10
155,7790730,16633.0,2993.0,1214.0,631.0,0,0,0,1,0,0,0,34
156,7707614,15740.0,3372.0,793.0,110.0,0,0,0,1,0,0,0,10
157,7706968,15739.0,3372.0,793.0,110.0,0,0,1,0,0,0,0,10
158,7673256,44390.0,2096.0,5322.0,1041.0,0,1,0,0,0,0,0,26
159,7641170,58802.0,3500.0,2430.0,191.0,0,0,0,1,0,0,0,1
160,7639064,59956.0,907.0,3960.0,437.0,0,1,0,0,0,0,0,4
161,7633676,5184.0,3134.0,137.0,10191.0,0,0,0,1,0,0,0,4
162,7605842,3035.0,1075.0,92.0,19.0,0,0,0,1,0,0,0,5
163,7604905,33885.0,2099.0,2854.0,221.0,0,0,0,1,0,0,0,110
164,7602208,42556.0,1158.0,1577.0,261.0,0,0,0,0,0,0,1,13
165,7580994,15976.0,2917.0,1640.0,6148.0,0,0,0,0,0,0,1,354
166,7572817,43597.0,10839.0,22187.0,166.0,0,0,0,1,0,0,0,7
167,7559601,44675.0,2522.0,8153.0,2149.0,0,0,0,1,0,0,0,16
168,7540248,20057.0,1580.0,1238.0,290.0,0,0,0,0,0,0,1,1
169,7529756,40788.0,2639.0,1238.0,233.0,0,0,0,1,0,0,0,2
170,7526602,62608.0,3046.0,2395.0,285.0,0,0,0,1,0,0,0,5
172,7459377,55195.0,2756.0,2908.0,267.0,0,0,0,1,0,0,0,15
173,7457816,5015.0,2846.0,790.0,8358.0,0,0,0,0,1,0,0,53
174,7332170,1954.0,1145.0,128.0,58.0,0,0,0,1,0,0,0,501
175,7247213,65467.0,1766.0,4562.0,620.0,0,0,0,1,0,0,0,138
176,7174888,32769.0,1705.0,1368.0,175.0,0,0,0,0,0,0,1,1
177,7149165,4356.0,2096.0,176.0,540.0,0,0,0,1,0,0,0,15
178,7148035,50456.0,2756.0,5515.0,235.0,0,0,0,1,0,0,0,459
179,7094898,45926.0,2101.0,2274.0,325.0,0,0,0,0,0,0,1,5
180,7076936,1888.0,1611.0,477.0,86.0,0,0,0,1,0,0,0,316
181,7072849,28360.0,4333.0,1872.0,259.0,0,0,0,0,0,0,1,5429665
182,7055799,5432.0,2861.0,249.0,274.0,0,0,0,1,0,0,0,49
183,7021096,35291.0,2276.0,1540.0,252.0,0,0,0,1,0,0,0,2
184,6990456,20814.0,3288.0,1312.0,235.0,0,0,1,0,0,0,0,34
185,6956408,45893.0,2526.0,3664.0,194.0,0,0,0,1,0,0,0,5
186,6938690,46550.0,1466.0,1695.0,193.0,0,0,0,0,1,0,0,7
187,6918395,39430.0,1743.0,3940.0,219.0,0,0,0,1,0,0,0,35
188,6818569,40491.0,2216.0,5067.0,257.0,0,0,0,1,0,0,0,2
189,6794324,12598.0,2495.0,1039.0,203.0,0,0,0,1,0,0,0,12
190,6776406,14498.0,703.0,792.0,264.0,0,0,0,0,0,0,1,1
191,6766683,3654.0,1660.0,114.0,468.0,0,0,0,1,0,0,0,17
192,6764642,20206.0,1233.0,742.0,298.0,0,0,0,0,0,0,1,1
193,6745410,21846.0,1173.0,823.0,449.0,0,0,0,1,0,0,0,293
194,6715864,8532.0,1064.0,269.0,150.0,0,0,0,1,0,0,0,3
195,6706763,44446.0,628.0,7777.0,453.0,0,1,0,0,0,0,0,3
196,6675937,29608.0,1897.0,7823.0,1092.0,0,1,0,0,0,0,0,14
197,6650767,61792.0,740.0,4780.0,345.0,0,1,0,0,0,0,0,4
198,6645718,61218.0,4332.0,3232.0,141.0,0,0,0,1,0,0,0,109
199,6602406,17492.0,1699.0,2100.0,8870.0,0,0,0,1,0,0,0,27
200,6600175,4628.0,2189.0,157.0,862.0,0,0,0,1,0,0,0,27
201,6598259,7721.0,2081.0,322.0,226.0,0,0,0,1,0,0,0,12
202,6597441,31658.0,443.0,1217.0,342.0,0,0,0,0,0,0,1,59
203,6594185,43153.0,2290.0,1519.0,196.0,0,0,0,1,0,0,0,2
204,6584151,2040.0,1516.0,90.0,159.0,0,0,0,1,0,0,0,24
205,6571038,17072.0,573.0,1310.0,271.0,0,0,0,0,0,0,1,9
206,6481513,2685.0,1757.0,298.0,53.0,0,0,0,1,0,0,0,1540
207,6475336,7786.0,1775.0,746.0,9218.0,0,0,0,0,1,0,0,12
208,6426391,16678.0,1293.0,1266.0,334.0,0,0,0,0,0,0,1,14
209,6419636,27110.0,1479.0,828.0,241.0,0,0,0,0,0,0,1,4
210,6395251,15419.0,755.0,1214.0,217.0,0,0,0,1,0,0,0,6
211,6391144,16480.0,3147.0,1154.0,83.0,0,0,0,0,0,0,0,2
212,6321615,33276.0,1921.0,1844.0,240.0,0,0,0,1,0,0,0,10
213,6316644,14602.0,2098.0,1432.0,1362.0,0,0,0,0,0,0,1,313
214,6298037,25943.0,4870.0,1866.0,92.0,0,0,1,0,0,0,0,3
215,6295954,47209.0,2022.0,4209.0,169.0,0,0,0,1,0,0,0,9
216,6281094,16111.0,2698.0,1498.0,5329.0,0,0,0,0,0,0,1,142
217,6231526,28392.0,1609.0,526.0,411.0,0,0,0,1,0,0,0,26
218,6213834,7859.0,2077.0,868.0,240.0,0,0,0,1,0,0,0,304
219,6178262,42342.0,2489.0,2914.0,302.0,0,0,0,1,0,0,0,11
220,6164286,22776.0,2754.0,1702.0,781.0,0,0,0,0,0,0,1,168
221,6144536,3299.0,1568.0,370.0,4769.0,0,0,0,1,0,0,0,22
222,6141689,23944.0,1220.0,1809.0,219.0,0,0,0,0,1,0,0,10
223,6119151,19213.0,972.0,684.0,500.0,0,0,0,1,0,0,0,157
224,6092999,2646.0,2484.0,148.0,87.0,0,0,0,1,0,0,0,9
225,6085903,22402.0,1740.0,1147.0,336.0,0,0,0,0,0,0,1,3
226,6083650,18903.0,2956.0,1544.0,234.0,0,0,0,1,0,0,0,28
227,6083287,18904.0,2956.0,1544.0,234.0,0,0,1,0,0,0,0,28
228,6064002,62476.0,2277.0,2217.0,334.0,0,0,0,1,0,0,0,2
229,6058393,8225.0,2370.0,859.0,3197.0,0,0,0,0,0,0,1,3
230,6011877,32648.0,2347.0,3382.0,2734.0,0,0,0,1,0,0,0,5
231,5978942,8029.0,1638.0,614.0,5119.0,0,0,0,0,1,0,0,11
232,5967838,2975.0,1261.0,126.0,192.0,0,0,0,1,0,0,0,170
233,5967525,2535.0,2221.0,332.0,2685.0,0,0,0,1,0,0,0,8
234,5940853,5038.0,2311.0,866.0,7294.0,0,0,0,0,0,0,1,16
235,5934833,6533.0,3338.0,287.0,2610.0,0,0,0,1,0,0,0,10
236,5934623,78863.0,3816.0,2099.0,356.0,0,0,0,1,0,0,0,2
237,5906008,17706.0,2306.0,775.0,195.0,0,0,0,0,1,0,0,9
238,5905177,4492.0,2511.0,362.0,883.0,0,0,0,0,1,0,0,89
239,5900491,9903.0,1449.0,546.0,3905.0,0,0,0,1,0,0,0,276
240,5889418,5758.0,2253.0,375.0,120.0,0,0,0,1,0,0,0,43
241,5888970,14321.0,1146.0,1436.0,6005.0,0,0,0,0,1,0,0,13
242,5879235,11268.0,543.0,1605.0,286.0,0,0,0,0,0,0,1,9
243,5878635,78025.0,5265.0,5247.0,35.0,0,0,0,1,0,0,0,13
244,5863436,10238.0,2541.0,611.0,167.0,0,0,0,1,0,0,0,16
245,5863262,10238.0,2541.0,611.0,167.0,0,0,1,0,0,0,0,16
246,5853988,31284.0,1482.0,5335.0,274.0,0,0,0,0,0,0,1,1364
247,5835602,18129.0,759.0,1392.0,194.0,0,0,0,1,0,0,0,35
249,5817272,22696.0,2497.0,1827.0,247.0,0,0,0,0,0,0,1,25
250,5751626,6822.0,1456.0,827.0,4216.0,0,0,0,1,0,0,0,1
251,5742587,9720.0,829.0,828.0,5592.0,0,0,0,0,1,0,0,6
252,5703347,29849.0,1297.0,1720.0,419.0,0,0,0,0,0,0,1,6
253,5685318,22375.0,3621.0,2737.0,210.0,0,0,0,0,0,0,1,50
254,5676141,28405.0,457.0,5696.0,226.0,0,0,0,0,0,0,1,1
255,5675702,11821.0,3389.0,1521.0,607.0,0,0,0,1,0,0,0,30
256,5618734,6659.0,1628.0,653.0,228.0,0,0,1,0,0,0,0,6
257,5603703,67221.0,2545.0,2247.0,395.0,0,0,0,1,0,0,0,18
258,5595779,6028.0,2233.0,760.0,6783.0,0,0,0,1,0,0,0,7
259,5585867,60102.0,1721.0,1857.0,960.0,0,0,0,1,0,0,0,6
260,5574421,28338.0,2683.0,833.0,403.0,0,0,0,0,0,0,1,4
261,5561156,24089.0,2041.0,2988.0,211.0,0,1,0,0,0,0,0,50
262,5526193,83061.0,2205.0,10245.0,283.0,0,0,0,1,0,0,0,7
263,5521757,53100.0,3079.0,19155.0,358.0,0,0,0,0,0,0,0,18
264,5488359,3044.0,1574.0,110.0,153.0,0,0,0,1,0,0,0,17
265,5487481,33291.0,8514.0,18499.0,422.0,0,0,0,1,0,0,0,8
266,5487165,22743.0,588.0,2141.0,269.0,0,0,0,0,0,0,1,26
267,5482871,52911.0,2135.0,2450.0,263.0,0,0,0,1,0,0,0,146
268,5453525,4143.0,1860.0,552.0,602.0,0,0,0,1,0,0,0,224
269,5450399,12936.0,2514.0,871.0,9106.0,0,0,0,0,0,0,1,379
271,5412345,13752.0,1233.0,717.0,186.0,0,0,0,0,1,0,0,184
272,5404493,7296.0,1904.0,590.0,98.0,0,0,0,1,0,0,0,5
273,5399014,23497.0,723.0,991.0,171.0,0,0,0,1,0,0,0,1
274,5380981,13648.0,1350.0,1504.0,107.0,0,0,1,0,0,0,0,16
275,5349983,40906.0,2782.0,4489.0,782.0,0,0,0,1,0,0,0,6
276,5341946,29123.0,1928.0,4739.0,246.0,0,0,0,1,0,0,0,633
277,5315012,33567.0,730.0,4844.0,431.0,0,1,0,0,0,0,0,8
278,5295265,13198.0,1027.0,1208.0,270.0,0,0,0,1,0,0,0,11
279,5283030,9186.0,1556.0,482.0,2971.0,0,0,0,0,0,0,1,3
280,5278135,29691.0,610.0,5572.0,313.0,0,1,0,0,0,0,0,3
281,5271566,10482.0,582.0,626.0,292.0,0,0,0,1,0,0,0,12
282,5271395,7050.0,499.0,922.0,286.0,0,0,0,0,0,0,1,4
283,5269472,36741.0,560.0,3491.0,414.0,0,1,0,0,0,0,0,3
284,5264453,22017.0,1976.0,1340.0,268.0,0,1,0,0,0,0,0,2
285,5250924,26528.0,693.0,5588.0,480.0,0,1,0,0,0,0,0,9
286,5244086,9035.0,1817.0,768.0,221.0,0,0,0,1,0,0,0,8
287,5243682,9035.0,1817.0,768.0,221.0,0,0,1,0,0,0,0,8
288,5218400,14866.0,1234.0,1691.0,5783.0,0,0,0,0,1,0,0,129
289,5211979,12171.0,741.0,859.0,229.0,0,0,0,1,0,0,0,9
290,5207368,4461.0,1498.0,320.0,5093.0,0,0,0,1,0,0,0,9
291,5200677,20056.0,1081.0,5586.0,60.0,0,0,0,0,0,0,0,19
292,5180151,28331.0,12485.0,15715.0,724.0,0,0,0,1,0,0,0,10
293,5173987,26173.0,1557.0,5882.0,1248.0,0,0,0,0,0,0,0,4
294,5139752,7914.0,1651.0,551.0,5031.0,0,0,0,0,1,0,0,10
295,5116708,29012.0,453.0,2454.0,209.0,0,0,0,1,0,0,0,4
296,5109579,16900.0,1730.0,4623.0,515.0,0,0,0,1,0,0,0,4
297,5107181,1362.0,735.0,105.0,214.0,0,0,0,0,1,0,0,1
298,5105170,5008.0,1561.0,609.0,8501.0,0,0,0,1,0,0,0,16
299,5090402,28291.0,2063.0,3515.0,1088.0,0,1,0,0,0,0,0,10
300,5089457,20375.0,1219.0,1237.0,67.0,0,0,0,1,0,0,0,48
301,5083857,31176.0,1532.0,1245.0,148.0,0,0,0,1,0,0,0,30
302,5077238,10199.0,3713.0,4793.0,604.0,0,0,0,1,0,0,0,4
303,5068666,25259.0,1342.0,710.0,93.0,0,0,0,1,0,0,0,2
304,5043972,43176.0,2096.0,2988.0,531.0,0,0,0,1,0,0,0,2
305,5039854,7584.0,1292.0,718.0,949.0,0,0,0,1,0,0,0,7
306,5036458,28604.0,1665.0,1428.0,338.0,0,0,0,1,0,0,0,1
307,5022640,19273.0,1035.0,273.0,60.0,0,0,0,1,0,0,0,9
308,5013959,6613.0,1408.0,1847.0,240.0,0,0,0,0,0,0,1,9
309,5010956,2476.0,1053.0,92.0,221.0,0,0,0,1,0,0,0,199
310,5004318,12830.0,1073.0,1961.0,470.0,0,0,0,0,1,0,0,107
311,4999749,32738.0,706.0,1963.0,236.0,0,0,0,1,0,0,0,9
312,4992150,44004.0,1632.0,1226.0,166.0,0,0,0,1,0,0,0,20
313,4989346,8570.0,475.0,1574.0,200.0,0,0,0,0,1,0,0,2
314,4980405,20047.0,1533.0,510.0,304.0,0,0,0,0,0,0,1,7
315,4980050,18875.0,2335.0,2991.0,197.0,0,0,1,0,0,0,0,40
316,4972266,2872.0,1822.0,197.0,60.0,0,0,0,0,1,0,0,13
317,4938836,1227.0,524.0,441.0,645.0,0,0,0,1,0,0,0,13
318,4937392,22411.0,491.0,4089.0,406.0,0,1,0,0,0,0,0,5
319,4933493,15601.0,626.0,1482.0,294.0,0,0,0,0,0,0,1,76
320,4911545,60188.0,4450.0,3298.0,31.0,0,0,0,1,0,0,0,5
321,4902051,6572.0,767.0,386.0,210.0,0,0,0,0,1,0,0,314
323,4882569,8539.0,1063.0,1549.0,1351.0,0,0,0,0,0,0,1,415
324,4875518,11331.0,2719.0,740.0,105.0,0,0,1,0,0,0,0,4
325,4871941,10699.0,1450.0,415.0,297.0,0,0,0,0,0,0,1,14
326,4869688,10200.0,2318.0,353.0,169.0,0,0,0,1,0,0,0,8
327,4868096,26763.0,854.0,1558.0,330.0,0,0,0,1,0,0,0,3
328,4864612,19038.0,1111.0,433.0,334.0,0,0,0,0,0,0,1,3
329,4855188,22990.0,1241.0,465.0,162.0,0,0,0,1,0,0,0,4
330,4834571,17387.0,1151.0,655.0,260.0,0,0,0,0,0,0,1,2
331,4830691,1078.0,1076.0,77.0,144.0,0,0,0,1,0,0,0,30
332,4827897,39887.0,2205.0,1682.0,264.0,0,0,0,0,0,0,1,6
333,4822818,4283.0,1684.0,742.0,136.0,0,0,0,0,0,0,1,6
334,4818838,15133.0,1224.0,767.0,798.0,0,0,0,1,0,0,0,53
336,4803840,84462.0,2448.0,4699.0,589.0,0,0,0,1,0,0,0,13
337,4789362,25768.0,1385.0,1744.0,349.0,0,0,0,1,0,0,0,80
338,4789033,1713.0,1020.0,40.0,3378.0,0,0,0,0,1,0,0,2
339,4783671,38580.0,394.0,2585.0,280.0,0,1,0,0,0,0,0,1
340,4740599,26991.0,423.0,1328.0,281.0,0,0,0,1,0,0,0,7
341,4734793,3158.0,1306.0,279.0,175.0,0,0,0,0,0,0,1,21
342,4711588,25274.0,3654.0,1962.0,124.0,0,0,0,1,0,0,0,1
343,4689387,37473.0,1396.0,1062.0,234.0,0,0,0,1,0,0,0,18
344,4687998,26468.0,1579.0,1009.0,274.0,0,0,0,1,0,0,0,2
345,4670957,12865.0,2180.0,541.0,177.0,0,0,0,1,0,0,0,9
346,4670804,12865.0,2180.0,541.0,177.0,0,0,1,0,0,0,0,9
347,4665557,2170.0,1234.0,101.0,4967.0,0,0,0,0,1,0,0,1
348,4664358,58103.0,1047.0,4864.0,874.0,0,0,0,1,0,0,0,1
349,4640536,1396.0,1242.0,83.0,97.0,0,0,0,0,0,0,1,2
350,4639220,11572.0,2593.0,541.0,326.0,0,0,0,1,0,0,0,3
351,4639206,11572.0,2593.0,541.0,326.0,0,0,1,0,0,0,0,3
352,4636738,20645.0,1138.0,707.0,144.0,0,0,0,1,0,0,0,20
